id;name;calories_number;glycemic_index;protein_number;fat_number;carbohydrate_number
3290;овсяная каша myllyn paras с тропическими фруктами;348.0;52;11.1;5.8;62.8
3291;овсяная каша myllyn paras с черникой и сахаром;362.0;52;11.6;7.7;61.7
3292;овсяная каша myllyn paras с яблоком и брусникой;346.0;52;10.4;5.5;63.8
3293;овсяная каша мистраль малиновый мильфей;347.0;52;8.8;3.1;65.2
3294;овсяная каша мистраль черничный чизкейк;351.0;52;9.3;6.6;64.7
3295;овсяная каша мистраль ягодный мусс;363.0;52;10.5;5.9;68.4
3296;овсяная каша на молоке;102.0;52;3.2;4.1;14.2
3297;овсяная манка гарнец безглютеновая;342.0;52;12.3;6.1;59.5
3298;овсяные + рисовые хлопья myllyn paras;346.0;52;10.3;4.0;68.0
3299;овсяные отруби;320.0;52;18.0;7.7;45.3
3300;овсяные отруби myllyn paras;320.0;52;18.0;7.7;45.3
3301;овсяные отруби диадар хрустящие;197.0;52;13.5;4.8;25.0
3302;овсяные отруби мистраль;346.0;52;17.8;6.9;65.8
3303;овсяные отруби с черникой;118.0;52;8.0;4.0;13.0
3304;овсяные хлопья + отруби myllyn paras;335.0;52;16.2;7.6;50.0
3305;овсяные хлопья bruggen haferflocken цельные;372.0;52;13.5;7.0;58.7
3306;овсяные хлопья makfa с отрубями;345.0;52;14.0;5.0;62.0
3307;овсяные хлопья myllyn paras быстрого приготовления;350.0;52;14.0;7.5;56.0
3308;овсяные хлопья nordic с овсяными отрубями;370.0;52;15.0;8.0;53.0
3309;овсяные хлопья геркулес;352.0;52;12.5;6.2;61.0
3310;овсяные хлопья геркулес агро-альянс классик;310.0;52;11.0;6.0;51.0
3311;овсяные хлопья геркулес националь;290.0;52;11.0;6.0;49.0
3312;овсяные хлопья геркулес фитнес с отрубями;351.0;52;12.3;6.3;61.2
3313;овсяные хлопья здоровое меню зерновые экстра с нутом;357.0;52;14.5;5.5;58.0
3314;овсяные хлопья пассим;377.0;52;10.0;6.0;68.0
3315;овсяные хлопья увелка тонкие;305.0;52;11.0;6.2;50.2
3316;овсяные хлопья ясно солнышко с овсяными отрубями;340.0;52;11.0;7.0;48.0
3317;овсяные хлопья ясно солнышко №2;310.0;52;12.0;6.0;51.0
3318;отруби сибирские сила фруктов, хрустящие шарики;230.0;52;12.0;2.5;40.0
3319;перловая каша рассыпчатая;106.0;52;3.1;0.4;23.0
3320;перловая крупа makfa;315.0;52;9.3;1.1;66.9
3321;перловая крупа мистраль барли;349.0;52;12.1;0.8;73.4
3322;полба;337.0;52;14.7;2.2;61.2
3323;полбяная каша на воде;127.0;52;5.5;0.9;26.5
3324;пшеница пророщенная;198.0;52;7.5;1.3;41.4
3325;пшеничная крупа;316.0;52;11.5;1.3;62.0
3326;пшеничная крупа makfa полтавская в пакетиках;329.0;52;11.5;1.3;67.9
3327;пшеничная крупа мистраль кускус;350.0;52;12.0;2.0;72.0
3328;пшеничные зерна твёрдых сортов;304.0;52;13.0;2.5;57.5
3329;пшеничные отруби ого!;326.0;52;13.8;2.8;61.4
3330;пшеничные хлопья nordic;340.0;52;11.0;2.6;61.0
3331;пшенная каша вязкая на воде;90.0;52;3.0;0.7;17.0
3332;пшенная крупа;348.0;52;11.5;3.3;69.3
3333;пшенно-гречневые хлопья алтайская сказка;347.0;52;12.5;3.2;66.9
3334;пшенные хлопья nordic;334.0;52;12.0;2.9;69.3
3335;ржаные отруби;221.0;52;11.2;3.2;32.0
3336;ржаные отруби ого!;274.0;52;13.0;2.0;40.0
3337;ржаные хлопья myllyn paras;305.0;52;9.7;2.0;61.3
3338;ризотто yelli с томатами и базиликом;350.0;52;7.0;1.0;77.0
3339;рис bravolli карнароли для ризотто;360.0;52;7.0;1.0;80.0
3340;рис makfa длиннозерный;333.0;52;7.0;1.0;74.0
3341;рис makfa длиннозерный пропаренный;333.0;52;7.0;1.0;74.0
3342;рис makfa круглозерный;333.0;52;7.0;1.0;74.0
3343;рис yelli басмати с овощами бириани;350.0;52;7.0;1.0;77.0
3344;рис агро-альянс для плова;420.0;52;6.5;9.0;79.0
3345;рис агро-альянс для суши и японской кухни;340.0;52;8.0;0.4;77.0
3346;рис агро-альянс красный рубин;340.0;52;7.5;2.0;69.0
3347;рис агро-альянс пропаренный gold;350.0;52;6.5;1.0;79.0
3348;рис агро-альянс супер басмати;340.0;52;9.5;0.2;75.0
3349;рис арборио;330.0;52;6.5;0.7;75.4
3350;рис белый вареный;116.0;52;2.2;0.5;24.9
3351;рис дикий + парбоилд worlds rice;358.0;52;13.7;1.0;74.2
3352;рис дикий чёрный;101.0;52;4.1;0.4;21.0
3353;рис для суши;342.0;52;7.0;0.6;75.2
3354;рис жменька длиннозернистый;330.0;52;7.0;1.0;71.4
3355;рис жменька круглозернистый;330.0;52;7.0;1.0;71.4
3356;рис жменька отборный;330.0;52;7.0;1.0;71.4
3357;рис жменька пропаренный gold;341.0;52;7.3;0.2;75.4
3358;отруби сибирские вкусвилл сила гречихи;367.0;52;14.9;3.9;62.5
3359;перловая каша на воде;109.0;52;3.1;0.4;22.2
3360;перловая крупа;320.0;52;9.3;1.1;73.7
3361;перловая крупа makfa в пакетиках;315.0;52;9.3;1.1;66.9
3362;плов готово! с грибами;300.0;52;7.0;1.0;65.0
3363;полба увелка в пакетиках для варки;370.0;52;15.0;2.0;73.0
3364;пшеница воздушная на здоровье! со вкусом шоколада;399.0;52;9.9;4.6;79.6
3365;пшеничная каша myllyn paras;325.0;52;13.0;2.0;62.5
3366;пшеничная крупа makfa артек;329.0;52;11.0;1.2;68.5
3367;пшеничная крупа агро-альянс;340.0;52;13.0;1.0;71.0
3368;пшеничные зерна мягких сортов;305.0;52;11.8;2.2;59.5
3369;пшеничные отруби;180.0;52;14.7;4.1;20.6
3370;пшеничные хлопья;336.0;52;16.0;1.0;70.0
3371;пшённая каша myllyn paras;305.0;52;11.2;3.9;55.3
3372;пшенная каша рассыпчатая;135.0;52;4.7;1.1;26.1
3373;пшенная крупа мистраль шлифованная;342.0;52;11.5;3.3;66.5
3374;пшенно-рисовые хлопья агро-альянс;370.0;52;10.0;4.0;73.0
3375;пшено элитное агро-альянс;350.0;52;12.0;3.0;69.0
3376;ржаные отруби диадар бородинские хрустящие;190.0;52;13.2;3.2;27.0
3377;ржаные хлопья;343.0;52;6.4;3.2;82.6
3378;ризотто yelli с белыми грибами;340.0;52;8.0;1.5;74.0
3379;рис 4 сезона для жарки;110.0;52;2.0;0.5;22.0
3380;рис bravolli четыре риса;340.0;52;11.0;0.5;72.0
3381;рис makfa длиннозерный в пакетиках;333.0;52;7.0;1.0;74.0
3382;рис makfa длиннозерный пропаренный в пакетиках;333.0;52;7.0;1.0;74.0
3383;рис makfa круглозерный в пакетиках;333.0;52;7.0;1.0;74.0
3384;"рис агро-альянс бурый slim&amp;fit";380.0;52;7.5;2.0;77.0
3385;рис агро-альянс для ризотто арборио;340.0;52;6.5;1.0;75.0
3386;рис агро-альянс жасмин;340.0;52;7.5;0.2;76.0
3387;рис агро-альянс кубанский элитный;330.0;52;6.5;0.5;75.0
3388;рис агро-альянс смесь золотистого и дикого;340.0;52;8.0;1.0;76.0
3389;рис агро-альянс черный южная ночь;260.0;52;6.5;2.5;52.0
3390;рис белый;344.0;52;6.7;0.7;78.9
3391;рис бурый;337.0;52;7.4;1.8;72.9
3392;рис дикий вареный;100.0;52;4.0;0.3;21.1
3393;рис длиннозерный;365.0;52;7.1;0.7;78.0
3394;рис жменька арборио;354.0;52;6.7;1.5;78.5
3395;рис жменька жасмин;331.0;52;6.9;0.2;73.4
3396;рис жменька нешлифованный;285.0;52;8.0;3.9;52.0
3397;рис жменька пропаренный;341.0;52;7.3;0.2;75.4
3398;рис жменька суши;347.0;52;7.2;0.3;79.0
3399;рис карнароли;303.0;52;7.5;2.6;62.5
3400;рис коричневый вареный;110.0;52;2.6;0.9;22.8
3401;рис круглозерный шлифованный;350.0;52;0.1;0.4;79.0
3402;рис мистраль акватика дикий;357.0;52;14.0;0.5;72.0
3403;рис мистраль пропаренный;361.0;52;7.1;0.7;79.3
3404;рис националь здоровье;340.0;52;7.5;2.0;73.0
3405;рис националь феникс;350.0;52;7.0;2.0;75.0
3406;рис нишики;277.0;52;7.0;2.0;56.0
3407;рис полированный;330.0;52;7.0;1.0;71.4
3408;рис рассыпчатый;113.0;52;2.4;0.2;24.9
3409;рис увелка круглозерный шлифованный;340.0;52;8.0;1.0;76.0
3410;рисовая каша на воде;78.0;52;1.5;0.1;17.4
3411;рисовая манка гарнец безглютеновая;340.0;52;7.0;0.5;78.0
3412;рисовые хлопья;360.0;52;7.0;2.0;77.0
3413;рисовые хлопья myllyn paras для каши;360.0;52;7.0;1.0;77.0
3414;саго;350.0;52;1.0;0.7;85.0
3415;смесь бобовых мистраль;299.0;52;22.6;1.6;48.5
3416;смесь пропаренного и дикого риса увелка;350.0;52;7.0;1.0;78.0
3417;сорго зерновое;323.0;52;11.8;3.3;66.4
3418;талкан-шифа 4 злака;309.0;52;10.6;2.7;60.5
3419;толокно;363.0;52;12.5;6.0;64.9
3420;толокно кукурузное ваше здоровье из томленого зерна;328.0;52;8.3;1.2;71.0
3421;толокно овсяное гарнец;357.0;52;12.2;5.8;68.3
3422;фасоль агро-альянс black eye (черный глаз);340.0;52;23.0;1.0;60.0
3423;фасоль агро-альянс красная red kidney;350.0;52;21.0;2.0;62.0
3424;фасоль увелка пурпурная кидни;290.0;52;21.0;2.0;47.0
3425;хлопья makfa 4 злака;360.0;52;10.0;2.0;77.0
3426;хлопья nestle fitness из цельной пшеницы;357.0;52;8.3;2.0;76.4
3427;хлопья nestle fitness с фруктами;352.0;52;6.4;2.6;75.7
3428;хлопья агро-альянс 5 злаков;370.0;52;12.0;3.0;70.0
3429;хлопья красной чечевицы myllyn paras;320.0;52;25.0;0.0;52.0
3430;хлопья пассим три злака;334.0;52;10.0;3.6;63.0
3431;хлопья увелка 5 злаков доброе утро;370.0;52;14.0;3.5;68.0
3432;хлопья царь 4 злака;330.0;52;11.0;2.5;66.0
3433;хлопья царь 5 злаков с ягодами;300.0;52;8.5;1.5;62.0
3434;хлопья ясно солнышко 7 злаков;340.0;52;11.0;3.0;64.0
3435;чечевица агро-альянс элитная;360.0;52;28.0;2.0;58.0
3436;чечевица мистраль персидская красная колотая;322.0;52;25.0;1.1;53.0
3437;чечевица фермер зелёная;284.0;52;24.0;1.1;53.7
3438;рис жменька супер басмати;322.0;52;7.1;0.2;71.2
3439;рис золотистый;349.0;52;8.1;0.4;78.0
3440;рис коричневый;331.0;52;6.3;4.4;65.1
3441;рис красный нешлифованный;362.0;52;10.5;2.5;70.5
3442;рис мистраль акватика color mix;356.0;52;8.8;2.3;72.8
3443;рис мистраль круглозерный;355.0;52;0.1;0.4;79.5
3444;рис мистраль самарканд красный круглозерный;320.0;52;8.0;0.5;75.8
3445;рис националь ризотто;360.0;52;6.5;0.5;83.0
3446;рис нешлифованный вареный;125.0;52;2.7;0.7;36.0
3447;рис пассим круглозёрный приморский;333.0;52;7.0;1.0;74.0
3448;рис пропаренный вареный;97.0;52;2.1;0.1;21.4
3449;рис увелка круглозерный;330.0;52;7.0;1.0;71.1
3450;рис фушигон;340.0;52;7.0;0.6;77.3
3451;рисовая каша на молоке;97.0;52;2.5;3.1;16.0
3452;рисовые отруби;316.0;52;13.4;20.9;28.9
3453;рисовые хлопья myllyn paras;360.0;52;7.0;1.0;77.0
3454;рожь (зерна);283.0;52;9.9;2.2;55.8
3455;смесь 5 видов отрубей верное средство;150.0;52;15.0;4.5;15.0
3456;смесь из 3-х видов отрубей myllyn paras;255.0;52;16.6;6.1;34.1
3457;смесь чечевицы мистраль для супов и гарниров;327.0;52;24.5;1.2;54.6
3458;талкан пшеничный;324.0;52;11.5;1.3;64.0
3459;теф;367.0;52;13.3;2.4;73.1
3460;толокно гречневое ваше здоровье из томленого зерна;308.0;52;12.6;3.3;57.1
3461;толокно овсяное ваше здоровье;306.0;52;11.5;6.0;52.1
3462;тритикале;274.0;52;12.8;2.1;54.5
3463;фасоль агро-альянс белая;350.0;52;21.0;2.0;62.0
3464;фасоль мистраль микс;327.0;52;22.0;1.7;63.3
3465;хлопья 4-х зерновые myllyn paras;320.0;52;11.4;2.8;51.1
3466;хлопья makfa 5 злаков;370.0;52;11.0;3.0;75.0
3467;хлопья nestle fitness с тёмным шоколадом;384.0;52;8.0;6.7;72.9
3468;хлопья агро-альянс 4 злака;390.0;52;12.0;3.0;73.0
3469;хлопья алтайская сказка 9 злаков;334.0;52;11.3;2.8;65.8
3470;хлопья мистраль смесь 5 злаков;365.0;52;10.1;3.8;76.3
3471;хлопья пассим четыре злака;322.0;52;10.3;3.2;61.0
3472;хлопья увелка 5-ти зерновые тонкие;360.0;52;11.0;2.0;75.0
3473;хлопья царь 5 злаков;308.0;52;10.2;1.5;73.2
3474;хлопья царь 7 злаков;340.0;52;10.0;2.5;64.0
3475;чечевица агро-альянс красная;350.0;52;26.0;2.0;57.0
3476;чечевица мистраль канадская зелёная крупная;328.0;52;19.4;1.1;66.6
3477;чечевица мистраль турецкая жёлтая колотая;332.0;52;22.3;0.1;65.5
3478;ячменная крупа;324.0;52;10.0;1.3;71.7
3479;ячменные хлопья myllyn paras;320.0;52;11.0;2.0;63.0
3480;ячневая каша на молоке;111.0;52;3.6;2.0;19.8
3481;ячневая крупа makfa в пакетиках;313.0;52;10.0;1.3;65.4
3482;ячменная каша;310.0;52;11.5;2.0;65.8
3483;ячменные хлопья;355.0;52;9.8;3.6;79.4
3484;ячневая каша на воде;76.0;52;2.3;0.3;15.7
3485;ячневая крупа;324.0;52;10.4;1.3;66.3
3486;шоколад alpen gold апельсин и бренди;516.0;52;5.7;28.5;58.6
3487;шоколад alpen gold капучино;539.0;52;5.4;31.6;57.5
3488;шоколад alpen gold миндаль и кокос;545.0;52;6.3;32.6;56.3
3489;шоколад alpen gold печенье и изюм;502.0;52;5.6;25.2;62.5
3490;шоколад alpen gold темный;517.0;52;5.7;28.5;58.7
3491;шоколад alpen gold фундук;532.0;52;6.4;30.3;57.9
3492;шоколад alpen gold фундук и хрустящая вафля;525.0;52;6.8;30.6;55.0
3493;шоколад bounty;485.0;52;3.1;25.3;60.0
3494;шоколад bounty райский ананас;486.0;52;3.2;25.6;59.0
3495;шоколад dove молочный с дробленым фундуком;555.0;52;7.5;34.3;53.0
3496;шоколад kinder;561.0;52;8.7;34.7;53.5
3497;шоколад kinder сюрприз;543.0;52;8.6;32.9;53.0
3498;шоколад kitkat king size;532.0;52;6.1;29.2;60.9
3499;шоколад lindt excellence 85% какао;530.0;52;11.0;46.0;19.0
3501;"шоколад m&amp;m's со вкусом лесного ореха";480.0;52;5.0;19.6;70.9
3502;шоколад mars;453.0;52;4.4;18.2;68.0
3503;шоколад milka choko biscuit;558.0;52;5.9;34.0;55.0
3504;шоколад milka молочный;534.0;52;5.7;31.0;57.6
3505;шоколад milka молочный с фундуком;545.0;52;6.6;33.8;53.4
3506;шоколад milka молочный с цельным фундуком;555.0;52;7.5;36.5;49.0
3507;шоколад milkyway 1+1;452.0;52;3.5;16.8;71.7
3508;шоколад milkyway клубничный коктейль;452.0;52;3.5;16.8;71.6
3509;шоколад nestle for men;555.0;52;7.5;33.8;54.9
3510;шоколад nestle for men с цельным миндалем;560.0;52;8.6;35.8;51.1
3511;шоколад nue bitter chocolate cocoa bean;560.0;52;8.0;48.0;25.0
3512;шоколад nuts арахис;498.0;52;10.6;28.5;49.8
3513;шоколад nuts мегабайт новая нежная нуга;507.0;52;6.6;26.7;59.0
3514;шоколад o'zera carenero superior 97.7%;573.0;52;13.8;46.7;17.6
3515;шоколад okasi с фиолетовым бататом;563.0;52;8.0;42.0;48.0
3516;шоколад picnic мега;504.0;52;7.4;28.8;56.6
3517;шоколад red молочный с фундуком и макадамией без сахара;383.0;52;8.0;28.0;41.0
3518;шоколад ritter sport schokowurfel;562.0;52;7.0;37.0;50.0
3519;шоколад ritter sport горький с какао из папуа новая гвинея;524.0;52;6.2;32.1;52.6
3520;шоколад ritter sport горький с элитным какао из эквадора;558.0;52;8.3;44.6;31.0
3521;шоколад ritter sport зимний ванильный рогалик;571.0;52;6.0;38.0;52.0
3522;шоколад ritter sport молочный с альпийским молоком;538.0;52;8.3;31.4;55.6
3523;шоколад ritter sport молочный с карамелью и орехом;561.0;52;7.5;36.6;50.4
3524;шоколад ritter sport молочный с кокосовой начинкой;584.0;52;7.0;41.0;48.0
3525;шоколад ritter sport молочный с лесным орехом и калифорнийским изюмом;513.0;52;6.9;29.1;55.9
3526;шоколад;544.0;52;5.4;35.3;56.5
3527;шоколад alpen gold арахис и кукурузные хлопья;518.0;52;7.0;27.7;59.7
3528;шоколад alpen gold клубника с йогуртом;553.0;52;4.8;33.5;57.4
3529;шоколад alpen gold молочный;522.0;52;5.7;27.9;61.4
3530;шоколад alpen gold солёный арахис и крекер;525.0;52;7.7;29.0;53.0
3531;шоколад alpen gold трюфель;546.0;52;5.3;33.5;55.3
3532;шоколад alpen gold фундук и изюм;493.0;52;5.7;25.3;59.6
3533;шоколад alpen gold черника с йогуртом;553.0;52;4.8;33.7;57.2
3534;шоколад bounty trio;471.0;52;3.9;24.6;57.9
3535;шоколад bounty райское манго;485.0;52;3.0;25.5;59.5
3536;шоколад hershey’s cookies’n’creme;520.0;52;8.0;27.0;62.0
3537;шоколад kinder bueno;568.0;52;9.3;37.5;48.2
3538;шоколад kitkat;524.0;52;6.3;28.2;61.1
3539;шоколад kitkat вкус super хруст;532.0;52;6.1;29.2;60.9
3540;шоколад lindt excellence 99% какао;530.0;52;13.0;49.0;8.0
3541;"шоколад m&amp;m's с шоколадом";472.0;52;4.9;20.3;73.0
3542;"шоколад m&amp;m's со вкусом малины";474.0;52;4.3;19.0;71.3
3543;шоколад mars max;453.0;52;4.4;18.1;68.0
3544;шоколад milka oreo;553.0;52;5.4;34.0;56.0
3545;шоколад milka молочный с арахисом и карамелью;546.0;52;9.1;33.0;51.0
3546;шоколад milka молочный с фундуком и изюмом;495.0;52;5.6;26.8;56.9
3547;шоколад milkyway;452.0;52;3.6;16.8;71.7
3548;шоколад milkyway crispy rolls;514.0;52;7.1;26.4;62.1
3549;шоколад nestle after eight;428.0;52;2.5;12.8;74.4
3550;шоколад nestle for men с фундуком;572.0;52;8.6;36.5;47.8
3551;шоколад nestle nesquik;485.0;52;5.9;22.1;65.6
3552;шоколад nue milk chocolate gianduia;610.0;52;6.5;47.0;40.0
3553;шоколад nuts мегабайт;504.0;52;6.8;26.7;59.1
3554;шоколад nuts ореховый тюнинг;504.0;52;6.8;26.6;59.1
3555;шоколад okasi с зелёным чаем матча;563.0;52;0.0;34.6;54.2
3556;шоколад picnic;504.0;52;7.4;28.8;56.6
3557;шоколад picnic мега грецкий орех;473.0;52;4.2;33.2;41.7
3558;шоколад red тёмный классический без сахара;286.0;52;4.7;24.0;33.0
3559;шоколад ritter sport белый с цельным лесным орехом;583.0;52;8.4;39.9;47.6
3560;омлет;184.0;52;9.6;15.4;1.9
3561;омлет из яичного порошка;200.0;52;10.3;17.0;1.6
3562;яичница глазунья;215.0;52;11.9;17.3;0.7
3563;яйцо гусиное;185.0;52;13.9;13.3;1.4
3564;яйцо куриное;157.0;52;12.7;10.9;0.7
3565;яйцо куриное (белок);44.0;52;11.1;0.0;0.0
3566;яйцо куриное (вареное вкрутую);160.0;52;12.9;11.6;0.8
3567;яйцо куриное (желток сухой);623.0;52;34.2;52.2;4.4
3568;яйцо куриное (пашот);159.0;52;12.7;10.9;1.2
3569;яйцо перепелиное;168.0;52;11.9;13.1;0.6
3570;яйцо утиное;185.0;52;13.3;14.5;0.1
3571;яйцо черепашье;155.0;52;10.0;12.0;0.8
3572;меланж яичный;157.0;52;12.7;11.5;0.7
3573;омлет из взбитых сливок;257.0;52;6.4;14.8;26.2
3574;омлет с сыром;342.0;52;16.3;29.7;2.6
3575;яичный порошок;542.0;52;46.0;37.3;4.5
3576;яйцо индюшиное;165.0;52;13.1;11.7;0.7
3577;яйцо куриное (белок сухой);336.0;52;73.3;1.8;7.0
3578;яйцо куриное (вареное в мешочек);157.0;52;12.7;11.5;0.7
3579;яйцо куриное (вареное всмятку);159.0;52;12.8;11.6;0.8
3580;яйцо куриное (желток);352.0;52;16.2;31.2;1.0
3581;яйцо куриное маринованное;148.0;52;11.0;10.0;0.0
3582;яйцо страусиное;118.0;52;12.2;11.7;0.7
3583;яйцо цесариное;45.0;52;12.7;0.6;0.0
3584;батончик nestle fitness с цельными злаками и клубникой;369.0;52;5.8;6.7;68.9
3585;батончик злаковый be-kind цельные злаки мёд;431.0;52;6.5;15.0;65.0
3586;батончик злаковый corny big с клюквой;377.0;52;5.9;7.4;71.4
3587;батончик злаковый corny big с шоколадом;433.0;52;7.0;17.0;62.9
3588;батончик мюсли ego с бананом в шоколаде;416.0;52;5.0;13.5;68.0
3589;батончик мюсли ego с клубникой в йогурте;418.0;52;4.0;14.5;67.5
3590;батончик мюсли ego с черникой в йогурте;420.0;52;5.5;14.0;67.5
3591;батончик ореховый be-kind горький шоколад морская соль;523.0;52;17.0;37.0;24.0
3592;батончик ореховый be-kind орехи мёд и морская соль;544.0;52;17.0;41.0;23.0
3593;батончик фруктовый joyfield с абрикосом в шоколаде;352.0;52;9.8;0.6;72.3
3594;батончик фруктовый joyfield с лимонником и папайей;302.0;52;4.1;0.3;77.0
3595;батончик фруктовый joyfield с черникой;273.0;52;4.5;0.4;73.3
3596;батончик фруктовый joyfield с черносливом и ананасом;314.0;52;3.4;0.5;75.1
3597;батончик фруктовый ого! с вишней глазированный;280.0;52;3.5;5.0;56.0
3598;батончик фруктовый ого! с черникой;330.0;52;4.0;0.7;86.0
3599;батончик фруктовый фрутилад с облепихой;210.0;52;3.5;1.0;45.0
3600;бисквитник сдобная особа медовый с вареной сгущенкой;378.0;52;5.3;19.6;46.1
3601;бисквитник сдобная особа шоколадный с шоколадной начинкой;378.0;52;4.3;18.3;48.5
3602;варенье из айвы;273.0;52;0.4;0.2;70.6
3603;варенье из брусники;244.0;52;0.2;0.1;64.6
3604;варенье из груши;273.0;52;0.3;0.2;70.8
3605;варенье из земляники;219.0;52;0.3;0.1;58.0
3606;варенье из кабачков;196.0;52;0.3;0.1;48.9
3607;варенье из лимонов;240.0;52;0.0;0.0;60.0
3608;варенье из мандаринов;294.0;52;0.7;0.2;75.9
3609;варенье из одуванчиков;191.0;52;0.6;0.1;48.0
3610;варенье из ревеня;314.0;52;0.5;0.5;82.4
3611;варенье из тёрна;248.0;52;0.0;0.0;62.0
3612;варенье из чёрной смородины;284.0;52;0.6;0.1;72.9
3613;варенье из яблок;265.0;52;0.4;0.3;68.2
3614;вафли венские со взбитыми сливками;489.0;52;4.8;23.3;50.5
3615;вафли леди джем со вкусом вишни;330.0;52;3.0;1.0;82.0
3616;вафли с фруктовой начинкой;350.0;52;3.2;2.8;80.9
3617;вафли сдобная особа домашние сахарные;459.0;52;8.2;23.1;54.4
3618;вафли сдобная особа мягкие с суфле со вкусом пломбира;446.0;52;5.5;23.9;52.2
3619;галеты nordic из овса с брусникой;420.0;52;9.0;14.0;61.0
3620;ганаш;542.0;52;4.9;34.5;52.5
3621;ганаш шоколадный;542.0;52;4.9;34.5;52.5
3622;гематоген русский детский;343.0;52;3.5;2.9;75.6
3623;десерт alpro soya ванильный;80.0;52;3.0;1.8;12.7
3624;айсинг;305.0;52;2.3;0.0;78.8
3625;батончик злаковый be-kind цельные злаки малина;423.0;52;6.8;14.0;65.0
3626;батончик злаковый corny big с бананом и шоколадом;424.0;52;6.1;15.2;65.6
3627;батончик злаковый corny big с лесными орехами;419.0;52;6.4;15.6;63.2
3628;батончик мюсли diyes чернослив в шоколаде;390.0;52;4.0;11.0;70.0
3629;батончик мюсли ego с вишней в йогурте;416.0;52;6.0;14.0;56.0
3630;батончик мюсли ego с лесными ягодами в йогурте;418.0;52;4.0;13.5;69.5
3631;батончик мюсли tekmar клубника в йогурте;452.0;52;4.5;16.8;70.7
3632;батончик ореховый be-kind миндаль кокос;532.0;52;11.0;38.0;31.0
3633;батончик пульсар с миндалем в шоколадной глазури;385.0;52;6.3;13.9;58.8
3634;батончик фруктовый joyfield с абрикосом и яблоком;282.0;52;3.7;0.3;74.8
3635;батончик фруктовый joyfield с полевой клубникой;286.0;52;4.5;0.4;75.4
3636;батончик фруктовый joyfield с черносливом в шоколаде;340.0;52;7.8;1.0;67.7
3637;батончик фруктовый joyfield с черносливом и яблоком;280.0;52;2.1;0.5;70.2
3638;батончик фруктовый ого! с облепихой;200.0;52;3.0;5.0;44.0
3639;батончик фруктовый сладкий мир хлеб банановый;352.0;52;6.8;9.6;59.9
3640;баурсак;234.0;52;6.8;2.6;45.8
3641;бисквитник сдобная особа с начинкой маракуйя;375.0;52;3.9;17.2;51.5
3642;варенье из абрикосов;236.0;52;0.0;0.0;62.0
3643;варенье из апельсинов;245.0;52;2.6;0.5;70.0
3644;варенье из вишни;256.0;52;0.0;0.0;64.0
3645;варенье из дыни;197.0;52;0.3;0.1;44.7
3646;варенье из инжира;236.0;52;0.0;0.0;62.0
3647;варенье из клубники;285.0;52;0.3;0.1;74.0
3648;варенье из малины;273.0;52;0.6;0.2;70.4
3649;варенье из облепихи;165.0;52;0.7;3.7;34.4
3650;варенье из персиков;258.0;52;0.5;0.0;66.8
3651;варенье из сливы;288.0;52;0.4;0.3;74.2
3652;варенье из черники;214.0;52;0.4;0.2;56.1
3653;варенье из черноплодной рябины;387.0;52;0.4;0.0;74.8
3654;вафли венские с карамелью;424.0;52;8.1;19.4;53.3
3655;вафли вкусвилл с какао;538.0;52;6.0;30.0;61.0
3656;вафли с жирной начинкой;539.0;52;3.4;30.2;64.7
3657;вафли сдобная особа домашние с изюмом;452.0;52;7.9;21.7;55.8
3658;вафли сдобная особа мягкие с суфле классические;446.0;52;5.5;23.9;52.2
3659;вафли яшкино с карамельной начинкой;430.0;52;6.0;15.2;67.9
3660;галеты любятово классические;365.0;52;11.1;1.2;76.0
3661;ганаш белый;547.0;52;3.9;37.2;48.9
3662;гематоген;354.0;52;6.0;3.0;75.7
3663;гематогенка;425.0;52;4.9;11.5;81.0
3664;десерт иван-поле сгущёнка без сахара;190.0;52;2.9;7.6;14.8
3665;джем zero низкокалорийный абрикос;43.0;52;0.6;0.1;9.9
3666;джем zero низкокалорийный клубника;24.0;52;0.2;0.2;5.2
3667;джем апельсиновый мила варила;240.0;52;0.0;0.0;60.0
3668;джем брусничный;250.0;52;0.8;0.7;59.0
3669;джем голубичный;241.0;52;0.7;0.2;58.8
3670;джем малиновый;106.0;52;0.7;0.4;23.9
3671;джем персиковый;258.0;52;0.5;0.0;66.8
3672;джем черничный;214.0;52;0.4;0.2;53.1
3673;драже maltesers;500.0;52;8.1;24.3;61.7
3674;драже milka lila stars bitz;555.0;52;7.7;35.5;50.0
3675;драже воздушный криспелло;520.0;52;5.4;27.1;62.7
3676;драже жевательные mentos;390.0;52;0.0;2.0;93.0
3677;драже ореховое;552.0;52;11.9;38.3;44.2
3678;драже фруктовое в шоколаде;389.0;52;3.7;10.2;76.3
3679;желе вишневое;56.0;52;2.8;0.0;14.0
3680;желе из киви;69.0;52;2.5;0.0;15.6
3681;желе лимонное;88.0;52;2.8;0.0;20.3
3682;желе яблочное;69.0;52;2.5;0.0;15.6
3683;зефир красная цена ванильный;311.0;52;0.1;0.0;77.6
3684;зефир сладкие истории с ванильным вкусом;311.0;52;0.7;0.1;80.5
3685;зефир сладкие истории с черной смородиной в шоколадной глазури;364.0;52;2.1;10.2;69.6
3686;изделие слоеное черёмушки с вишневой начинкой;317.0;52;5.6;16.8;35.3
3687;ирис meller капучино;414.0;52;3.0;8.6;80.3
