id;path
5170;https://static.1000.menu/img/content-v2/ab/6b/33831/zapechennaya-utka-s-apelsinami-v-duxovke_1611688724_prev_hor.jpg
5180;https://static.1000.menu/img/content/37536/jarenoe-myaso-na-skovorode_1565094643_prev_hor.jpg
5181;https://static.1000.menu/img/content-v2/6d/d6/39956/kurinaya-pechen-s-lukom-na-skovorode-jarenaya_1645249876_prev_hor.jpg
5183;https://static.1000.menu/img/content-v2/e5/e1/14382/peredelka-pyshnyi-omlet-na-skovorode_1594834495_prev_hor.jpg
5194;https://static.1000.menu/img/content-v2/59/15/4806/cvetnaya-kapusta-v-klyare-prosto_1589562160_prev_hor.jpg
5199;https://static.1000.menu/img/content-v2/1b/03/13996/ris-s-tykvoi_1587049469_prev_hor.jpg
5205;https://static.1000.menu/img/content-v2/f6/c6/51997/marmelad-iz-tykvy-s-jelatinom-v-domashnix-usloviyax_1608319150_prev_hor.jpg
5207;https://static.1000.menu/img/content-v2/a2/a1/50724/tvorojnaya-zapekanka-pp-v-duxovke-bez-muki_1602407336_prev_hor.jpg
5209;https://static.1000.menu/img/content-v2/b8/99/28660/prostoi-i-vkusnyi-salat-iz-svejei-belokochannoi-kapusty_1603095268_prev_hor.jpg
5211;https://static.1000.menu/img/content/38147/tykva-v-mikrovolnovke-v-domashnix-usloviyax_1566591332_prev_hor.jpg
5214;https://static.1000.menu/img/content/32178/salat-iz-repy-jeltoi_1552326324_prev_hor.jpg
5215;https://static.1000.menu/img/content-v2/0e/6c/4770/fruktovoe-jele-iz-jelatina-domashnee_1627811030_prev_hor.jpg
5216;https://static.1000.menu/img/content-v2/9b/0e/13802/salat-tyorka_1636109069_prev_hor.jpg
5218;https://static.1000.menu/img/content-v2/cb/1d/58130/fruktovyi-smuzi-v-blendere_1630060741_prev_hor.jpg
5221;https://static.1000.menu/img/content-v2/b8/0f/36048/salat-iz-fasoli-s-morkovu-i-lukom_1617612275_prev_hor.jpg
5223;https://static.1000.menu/img/content-v2/68/4e/27405/dieticheskie-syrniki-iz-tvoroga-v-duxovke_1628664838_prev_hor.jpg
5224;https://static.1000.menu/img/content/1181/salat-fruktovji-po-yaponski_1552064038_prev_hor.jpg
5225;https://static.1000.menu/img/content-v2/ce/b8/18151/yabloki-s-medom-zapechennye-v-mikrovolnovke_1587188592_prev_hor.jpg
5226;https://static.1000.menu/img/content-v2/f2/1a/44335/salat-iz-svejei-tykvy_1584775316_prev_hor.jpg
5228;https://static.1000.menu/img/content-v2/74/f8/60357/lnyanoi-kisel-iz-lnyanogo-semeni_1637414074_prev_hor.jpg
5229;https://static.1000.menu/img/content/33812/kutya-iz-risa-s-izumom-i-medom_1554448365_prev_hor.jpg
5236;https://static.1000.menu/img/content/37299/kanape-na-detskii-den-rojdeniya_1564496008_prev_hor.jpg
5239;https://static.1000.menu/img/content/31711/yabloki-farshirovannye-chernoslivom_1552322347_prev_hor.jpg
5242;https://static.1000.menu/img/content/27668/salat-s-vyalenymi-pomidorami-i-rukkoloi_1552085574_prev_hor.jpg
5244;https://static.1000.menu/img/content-v2/3b/1f/7063/prostoi-pp-salat-iz-daikona-s-morkovu-i-yablokom_1605457708_prev_hor.jpg
5245;https://static.1000.menu/img/content-v2/0e/8d/49905/keksy-bez-glutena_1598354330_prev_hor.jpg
5246;https://static.1000.menu/img/content/33912/batonchiki-iz-suxofruktov-i-orexov-svoimi-rukami_1554876987_prev_hor.jpg
5249;https://static.1000.menu/img/content-v2/8c/e4/51794/ovsyanoblin-bez-yaic-i-moloka_1607508979_prev_hor.jpg
5251;https://static.1000.menu/img/content-v2/f2/a8/50350/bananovye-oladi-pp-s-risovoi-mukoi_1600682682_prev_hor.jpg
5252;https://static.1000.menu/img/content/31251/cimes-evreiskii_1552087733_prev_hor.jpg
5254;https://static.1000.menu/img/content/12636/granola_1552073408_prev_hor.jpg
5261;https://static.1000.menu/img/content-v2/a8/e1/49842/konfety-chernosliv-v-shokolade-zakaz_1598103197_prev_hor.jpg
5262;https://static.1000.menu/img/content-v2/ef/99/49403/bananovoe-morojenoe-s-klubnikoi-bez-saxara-i-slivok_1596411514_prev_hor.jpg
5267;https://static.1000.menu/img/content-v2/8e/c0/42248/salat-s-seldereem-i-yablokom_1578579709_prev_hor.jpg
5270;https://static.1000.menu/img/content-v2/94/8b/40337/salat-iz-svejei-morkovi_1572721481_prev_hor.jpg
